S,P,O
http://www.department4.university0.edu/undergraduateStudent23,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/graduateStudent32,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent31,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/undergraduateStudent130,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent241,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/associateProfessor1,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/graduateStudent8,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent61,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/undergraduateStudent233,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/graduateStudent91,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent58,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent122,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent50,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/assistantProfessor1,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent433,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent280,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/graduateStudent134,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/graduateStudent63,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent147,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/undergraduateStudent208,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent149,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent19,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent98,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/graduateStudent17,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent126,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent223,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent246,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent268,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent34,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent455,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent127,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent261,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/graduateStudent130,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent45,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent250,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent27,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent294,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent335,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent76,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent208,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent342,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/fullProfessor0,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent186,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/undergraduateStudent336,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent108,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/graduateStudent108,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/graduateStudent75,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent275,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent312,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/graduateStudent91,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/graduateStudent72,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent113,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent167,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent222,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent294,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent273,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent71,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/undergraduateStudent241,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/undergraduateStudent140,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/lecturer0,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent249,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent326,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent479,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/lecturer4,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent312,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/graduateStudent113,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/graduateStudent32,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/fullProfessor0,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/graduateStudent38,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent337,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent387,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent404,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent142,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent312,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/graduateStudent75,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/graduateStudent91,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/graduateStudent34,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent277,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/associateProfessor5,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent73,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent384,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent497,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent92,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/graduateStudent66,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/assistantProfessor2,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent36,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent308,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/graduateStudent120,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent321,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/graduateStudent101,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent385,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent28,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/graduateStudent72,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent22,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent148,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent107,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/graduateStudent79,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent175,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent365,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent162,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent95,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent228,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/graduateStudent130,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent53,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent190,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent207,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent208,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent129,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent349,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent73,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent343,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent319,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent191,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent191,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent247,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent117,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent4,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent72,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/lecturer6,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent378,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/graduateStudent12,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent452,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent234,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent106,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent4,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent179,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent109,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent164,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent77,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/graduateStudent26,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/graduateStudent49,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent139,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent163,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent318,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/graduateStudent48,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent130,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent306,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent259,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent421,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/graduateStudent53,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent370,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/fullProfessor7,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/graduateStudent39,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/graduateStudent93,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent214,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/associateProfessor3,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/undergraduateStudent154,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/graduateStudent66,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent227,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department5.university0.edu/undergraduateStudent17,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent172,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent225,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent289,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department6.university0.edu/undergraduateStudent188,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent30,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent346,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/graduateStudent21,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/undergraduateStudent207,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/graduateStudent47,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent201,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/undergraduateStudent340,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/undergraduateStudent230,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent324,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/graduateStudent89,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/graduateStudent146,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent22,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/graduateStudent18,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent208,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent394,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/graduateStudent55,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent93,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent2,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent33,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent168,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent405,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent329,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/fullProfessor2,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/graduateStudent82,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent237,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent103,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent51,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent9,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/graduateStudent32,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent388,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent277,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent165,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department0.university0.edu/undergraduateStudent73,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department1.university0.edu/graduateStudent96,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department14.university0.edu/undergraduateStudent218,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/undergraduateStudent238,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/graduateStudent58,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/undergraduateStudent148,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/undergraduateStudent298,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department8.university0.edu/undergraduateStudent249,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department13.university0.edu/undergraduateStudent71,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent413,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent99,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/undergraduateStudent220,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department12.university0.edu/graduateStudent18,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department3.university0.edu/graduateStudent93,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent8,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department9.university0.edu/associateProfessor2,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department10.university0.edu/assistantProfessor6,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department11.university0.edu/undergraduateStudent207,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department7.university0.edu/undergraduateStudent387,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department4.university0.edu/undergraduateStudent242,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
http://www.department2.university0.edu/undergraduateStudent245,http://swat.cse.lehigh.edu/onto/univ-bench.owl#telephone,xxx-xxx-xxxx
